,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,Padang,-0.9492,100.3543,86.05,63,48,3.49,ID,1649733119
270,Kutoarjo,-7.7169,109.9128,87.46,62,16,3.29,ID,1649733119
271,Ishigaki,24.3448,124.1572,74.62,83,13,8.59,JP,1649733120
272,Lagoa,39.05,-27.9833,59.45,93,100,16.67,PT,1649733120
273,Bengkulu,-3.8004,102.2655,83.95,66,68,2.17,ID,1649733120
274,Alapur,27.9555,79.2269,89.65,12,100,7.45,IN,1649733121
275,Tygda,53.1167,126.3333,35.76,43,99,9.08,RU,1649733121
276,Kibala,9.1104,18.3463,81.93,56,86,2.75,TD,1649733122
277,Rincon,32.296,-81.2354,65.86,77,75,8.05,US,1649733122
278,São Filipe,14.8961,-24.4956,70.09,73,100,6.98,CV,1649733123
279,Kilindoni,-7.9139,39.6668,81.46,79,100,14.88,TZ,1649733123
280,Kolvereid,64.8655,11.6047,35.64,86,99,5.59,NO,1649733124
281,Yeppoon,-23.1333,150.7333,87.58,65,1,12.71,AU,1649733124
282,Kozhevnikovo,56.2589,83.9714,31.84,78,54,1.34,RU,1649733125
283,Cabedelo,-6.9811,-34.8339,75.87,75,100,5.55,BR,1649733125
284,Bereda,43.2686,-7.5406,49.41,98,61,6.06,ES,1649733126
285,Tshikapa,-6.4167,20.8,69.69,92,100,2.15,CD,1649733126
286,Pativilca,-10.7,-77.7833,66.74,87,43,8.99,PE,1649733127
287,Srednekolymsk,67.45,153.6833,16.74,69,16,6.51,RU,1649733128
288,Najrān,17.4924,44.1277,70.07,29,0,5.91,SA,1649733128
289,Agua Verde,22.9,-106.05,71.69,79,56,9.4,MX,1649733129
290,Guerrero Negro,27.9769,-114.0611,60.44,79,0,13.11,MX,1649733129
291,Bandarbeyla,9.4942,50.8122,78.49,87,12,5.95,SO,1649733130
292,Safi,32.2994,-9.2372,59.49,83,15,7.09,MA,1649733130
293,Kolpashevo,58.3131,82.9089,31.44,87,100,4.07,RU,1649733130
294,Kavaratti,10.5669,72.642,84.49,66,100,5.95,IN,1649733131
295,Alexandria,31.2156,29.9553,59.07,60,0,12.73,EG,1649733000
296,Masuguru,-11.3667,38.4167,69.67,98,34,1.86,TZ,1649733131
297,Asău,46.4333,26.4,32.92,89,26,4.94,RO,1649733132
298,Lerwick,60.1545,-1.1494,41.0,73,100,19.55,GB,1649733132
299,Mayma,52.0197,85.9114,41.09,56,2,3.74,RU,1649733133
300,Calamar,10.2511,-74.9146,81.73,70,61,5.3,CO,1649733133
301,Nishihara,26.1842,127.7558,80.26,85,20,9.22,JP,1649733115
302,Pacific Grove,36.6177,-121.9166,49.68,68,1,17.0,US,1649732982
303,Mildura,-34.2,142.15,72.07,35,40,9.22,AU,1649733134
304,Los Andes,-32.8337,-70.5983,55.0,54,6,0.49,CL,1649733080
305,Soma,39.1855,27.6094,38.91,91,7,3.94,TR,1649733135
306,Huilong,31.8111,121.655,70.05,77,53,10.42,CN,1649733073
307,Davila,18.4726,120.5763,83.61,70,86,8.21,PH,1649733135
308,Whitehorse,60.7161,-135.0538,22.01,37,100,11.99,CA,1649733074
309,Shebunino,46.4339,141.8603,38.88,95,100,2.28,RU,1649733136
310,Sørland,67.667,12.6934,39.65,76,58,3.74,NO,1649733136
311,Pitimbu,-7.4706,-34.8086,75.79,76,100,5.61,BR,1649733137
312,Tanout,14.9709,8.8879,80.37,9,1,7.23,NE,1649733137
313,Sept-Îles,50.2001,-66.3821,27.01,89,43,6.49,CA,1649733138
314,Klyuchevskiy,53.5317,119.4519,34.9,41,92,2.95,RU,1649733138
315,Kholm,59.2667,32.85,29.05,97,100,2.57,RU,1649733139
316,Polyarny,69.1989,33.4478,29.52,94,100,8.41,RU,1649733139
317,Hare Bay,48.8499,-54.0148,33.19,95,100,22.93,CA,1649733139
318,Kaitangata,-46.2817,169.8464,56.98,50,66,11.03,NZ,1649733140
319,Kannod,22.6667,76.7333,91.72,18,100,4.85,IN,1649733140
320,Krasnyy Chikoy,50.3643,108.7512,35.51,59,100,3.06,RU,1649733141
321,Grand Gaube,-20.0064,57.6608,76.37,85,49,3.0,MU,1649733141
322,Caravelas,-17.7125,-39.2481,75.4,85,0,1.07,BR,1649733142
323,Qaqortoq,60.7167,-46.0333,31.17,53,76,12.71,GL,1649733142
324,Trairi,-3.2778,-39.2689,76.19,89,94,4.25,BR,1649732918
325,Laas,46.6166,10.7002,36.36,66,80,0.72,IT,1649733143
326,Chapais,49.7834,-74.8492,35.1,94,100,10.42,CA,1649733143
327,Aztec,36.8222,-107.9929,62.01,25,71,7.0,US,1649733143
328,Puerto Ayora,-0.7393,-90.3518,77.56,95,75,4.0,EC,1649733034
329,Kloulklubed,7.0419,134.2556,83.17,83,54,23.35,PW,1649733144
330,Marovoay,-16.1,46.6333,70.99,72,3,6.4,MG,1649733144
331,Narsaq,60.9167,-46.05,30.31,51,47,12.82,GL,1649733145
332,Shitkino,56.3703,98.3543,30.2,70,99,6.93,RU,1649733145
333,Numan,9.4667,12.0333,88.16,32,80,4.03,NG,1649733146
334,Luebo,-5.35,21.4167,69.51,90,57,1.34,CD,1649733146
335,Kautokeino,69.0125,23.0412,24.3,84,100,6.46,NO,1649733146
336,Mādhogarh,26.276,79.1869,96.06,11,100,5.86,IN,1649733147
337,Ancud,-41.8697,-73.8203,46.22,82,14,5.01,CL,1649733147
338,Decatur,39.8403,-88.9548,53.8,81,40,0.0,US,1649732931
339,Klaksvík,62.2266,-6.589,41.92,79,100,26.17,FO,1649733148
340,Vardø,70.3705,31.1107,34.41,78,95,12.86,NO,1649733148
341,Forsytheganj,52.6333,29.7333,35.49,75,82,9.95,BY,1649732941
342,Buraidah,26.326,43.975,77.18,16,73,3.89,SA,1649733149
343,Barabai,-2.5833,115.3833,90.19,55,43,1.9,ID,1649733149
344,Tsimlyansk,47.6461,42.1019,50.31,78,3,10.31,RU,1649733150
345,Walvis Bay,-22.9575,14.5053,57.09,88,1,7.56,NA,1649733150
346,Port Macquarie,-31.4333,152.9167,70.9,69,45,12.93,AU,1649733151
347,Nortelândia,-14.4547,-56.8028,76.15,78,19,2.75,BR,1649733151
348,Avera,33.194,-82.5271,63.91,55,100,5.95,US,1649733151
349,Manokwari,-0.8667,134.0833,82.98,68,96,14.09,ID,1649733152
350,Pontecorvo,41.4616,13.6667,45.97,79,46,1.95,IT,1649733152
351,Komsomolets,53.7453,62.0708,41.63,76,100,12.06,KZ,1649733153
352,Tsimmerbude,54.675,20.1347,30.25,84,4,6.11,RU,1649733153
353,Poya,-21.35,165.15,80.2,75,51,7.27,NC,1649733153
354,Gaoual,11.75,-13.2,77.72,51,40,4.36,GN,1649733154
355,Bandundu Province,-3.3167,17.3667,71.28,91,88,2.53,CD,1649733154
356,Bowen,-20.0167,148.2333,84.2,58,33,19.28,AU,1649733155
357,Bayjī,34.9311,43.487,64.36,34,61,22.88,IQ,1649733155
358,Berlevåg,70.8578,29.0864,33.8,94,99,12.86,NO,1649733155
359,Atoka,34.4001,-96.0169,68.07,95,3,10.74,US,1649733156
360,Yatou,37.15,122.3833,53.08,78,100,17.09,CN,1649733156
361,Bathsheba,13.2167,-59.5167,79.41,73,75,18.41,BB,1649733108
362,Cherskiy,68.75,161.3,8.6,73,8,7.23,RU,1649733157
363,Mahon,39.8885,4.2658,57.76,88,20,17.27,ES,1649733157
364,Tabou,4.423,-7.3528,79.23,88,100,5.75,CI,1649733158
365,Berlin,52.5244,13.4105,40.98,74,0,6.91,DE,1649732947
366,Saint-Maximin-la-Sainte-Baume,43.4521,5.8622,51.19,92,99,5.5,FR,1649733158
367,Balkhash,46.844,74.9804,48.81,31,0,26.84,KZ,1649733159
368,Te Anau,-45.4167,167.7167,55.53,58,50,5.12,NZ,1649733159
369,Kenora,49.8167,-94.4337,27.12,94,47,3.89,CA,1649733160
370,Kutum,14.2,24.6667,72.46,10,2,6.73,SD,1649733160
371,Terrace,54.5163,-128.6035,37.92,65,99,4.68,CA,1649733160
372,Broken Hill,-31.95,141.4333,79.29,31,2,10.58,AU,1649733161
373,Mayumba,-3.432,10.6554,76.73,90,99,4.92,GA,1649733161
374,Acaraú,-2.8856,-40.12,77.5,87,100,6.91,BR,1649733161
375,Chaska,44.7894,-93.6022,50.83,59,0,5.75,US,1649732963
376,Coahuayana Viejo,18.7333,-103.6833,73.04,82,100,1.12,MX,1649733162
377,Djebeniana,35.035,10.9081,58.5,75,100,13.0,TN,1649733162
378,Dalianwan,39.0286,121.695,48.24,76,40,11.18,CN,1649733163
379,Khor,47.8861,134.9464,41.7,62,99,6.04,RU,1649733163
380,Dunedin,-45.8742,170.5036,58.8,58,75,5.99,NZ,1649733131
381,Nsanje,-16.92,35.262,70.23,99,33,1.5,MW,1649733164
382,Ahipara,-35.1667,173.1667,61.81,90,100,12.95,NZ,1649733165
383,Lebu,-37.6167,-73.65,50.9,85,65,3.15,CL,1649733165
384,Shashi,30.3072,112.2447,75.87,42,93,18.97,CN,1649733165
385,Meulaboh,4.1363,96.1285,82.4,72,25,3.15,ID,1649733166
386,Pemberton,50.3164,-122.8027,36.77,66,95,2.46,CA,1649733166
387,Alice Springs,-23.7,133.8833,94.55,16,5,11.5,AU,1649733166
388,Jumla,29.2747,82.1838,64.15,42,100,4.94,NP,1649733167
389,Nipawin,53.3668,-104.0009,20.17,77,81,10.6,CA,1649732879
390,Martapura,-3.4167,114.85,87.89,66,20,5.75,ID,1649733167
391,San Vicente,-26.6167,-54.1333,63.3,100,100,2.46,AR,1649733168
392,Bryant,34.5959,-92.4891,71.37,85,68,1.01,US,1649733168
393,Kaeo,-35.1,173.7833,64.33,93,100,16.96,NZ,1649733169
394,Ostrovnoy,68.0531,39.5131,30.56,87,74,22.57,RU,1649733169
395,Mareeba,-17.0,145.4333,84.67,50,96,8.95,AU,1649733169
396,Henties Bay,-22.116,14.2845,62.73,83,0,3.36,NA,1649733170
397,Pringsewu,-5.3582,104.9744,88.14,53,89,1.5,ID,1649733170
398,Wang Saphung,17.301,101.7685,90.46,41,79,1.14,TH,1649733171
399,Batagay-Alyta,67.8006,130.4114,12.31,73,91,3.74,RU,1649733171
400,Naze,28.3667,129.4833,71.15,81,16,7.74,JP,1649733102
401,Haines Junction,60.7522,-137.5108,23.88,67,100,6.55,CA,1649733172
402,Praia da Vitória,38.7333,-27.0667,61.75,95,89,8.48,PT,1649733148
403,Selogiri,-7.7833,110.8667,84.85,65,44,1.41,ID,1649733172
404,Mahajanga,-15.7167,46.3167,71.62,73,20,6.91,MG,1649733173
405,Chifeng,42.2683,118.9636,48.97,19,35,12.53,CN,1649733173
406,Beian,63.6559,9.5683,40.01,81,75,17.27,NO,1649733173
407,Christchurch,-43.5333,172.6333,60.91,81,75,10.36,NZ,1649733174
408,La Libertad,-2.2333,-80.9,73.06,88,75,9.22,EC,1649733174
409,Diamantino,-14.4086,-56.4461,77.34,76,64,2.51,BR,1649732900
410,Mitsamiouli,-11.3847,43.2844,82.0,76,61,9.17,KM,1649733175
411,Alta Floresta,-9.8756,-56.0861,72.0,93,2,2.71,BR,1649733175
412,Bom Jardim,-7.7958,-35.5872,69.49,92,100,1.41,BR,1649733176
413,Hofn,64.2539,-15.2082,34.77,93,100,14.54,IS,1649733176
414,Chiniot,31.72,72.9789,91.85,9,100,2.15,PK,1649733176
415,Atar,20.5169,-13.0499,77.0,16,96,7.94,MR,1649733177
416,Carballo,43.213,-8.691,54.55,89,100,8.25,ES,1649733177
417,Goderich,43.7501,-81.7165,46.9,82,100,6.87,CA,1649733178
418,Bahía Honda,22.9036,-83.1592,72.09,70,12,12.59,CU,1649733178
419,Victoria Point,-27.5833,153.3,85.17,67,2,4.0,AU,1649733178
420,‘Āhuimanu,21.4447,-157.8378,82.11,75,75,23.02,US,1649733179
421,Shizuishan,39.2333,106.7694,51.98,21,42,9.62,CN,1649733179
422,Bosaso,11.2842,49.1816,80.4,60,0,10.29,SO,1649733180
423,Saint-Pierre,-21.3393,55.4781,77.92,90,75,26.46,RE,1649733180
424,Nanortalik,60.1432,-45.2371,30.6,73,89,10.07,GL,1649733180
425,Mâncio Lima,-7.6142,-72.8958,72.54,97,42,1.54,BR,1649733181
426,Clarence Town,-32.5833,151.7833,74.14,70,50,8.28,AU,1649733181
427,Igrim,63.1906,64.4162,36.34,97,100,9.31,RU,1649733181
428,Cícero Dantas,-10.6,-38.3833,67.84,91,0,3.33,BR,1649733182
429,Shaowu,27.3409,117.4831,85.73,44,0,2.68,CN,1649733182
430,Gberia Fotombu,9.8833,-11.1667,74.98,75,79,5.77,SL,1649733183
431,Zlobin,45.2924,14.6541,37.62,84,0,1.14,HR,1649733183
432,Touros,-5.1989,-35.4608,78.66,78,100,7.61,BR,1649733184
433,Bobrovka,54.047,61.7455,41.52,73,100,10.38,RU,1649733184
434,Quatre Cocos,-20.2078,57.7625,76.08,75,87,17.2,MU,1649733184
435,Bose,45.4612,8.0137,47.28,59,98,2.48,IT,1649733185
436,Klaeng,12.7797,101.6483,90.34,60,43,8.68,TH,1649733185
437,Lucapa,-8.4192,20.7447,63.86,91,95,3.24,AO,1649733186
438,San Policarpo,12.1791,125.5072,79.03,89,100,9.33,PH,1649733186
439,Arrondissement de Nevers,46.9167,3.3333,48.52,54,100,7.34,FR,1649733187
440,Caldwell,43.6629,-116.6874,39.97,50,75,14.97,US,1649733187
441,Del Rio,29.3627,-100.8968,84.31,46,0,11.5,US,1649732914
442,Along,28.1667,94.7667,78.75,61,6,1.14,IN,1649733188
443,Barrancas,10.9576,-72.7877,76.41,80,41,3.62,CO,1649733188
444,El Tigre,8.8875,-64.2454,78.91,62,51,15.03,VE,1649733189
445,Mujiayingzi,42.1167,118.7833,47.35,21,18,12.48,CN,1649733189
446,Flinders,-34.5833,150.8552,70.18,68,94,4.0,AU,1649733190
447,Sassandra,4.95,-6.0833,78.08,92,100,5.28,CI,1649733190
448,Drawsko Pomorskie,53.5306,15.8097,28.08,90,8,1.79,PL,1649733191
449,Valleyview,55.0667,-117.2859,17.91,55,100,14.47,CA,1649733191
450,Deputatsky,69.3,139.9,14.05,69,100,1.86,RU,1649733191
451,Río Gallegos,-51.6226,-69.2181,39.25,75,0,11.5,AR,1649733111
452,Malakal,9.5334,31.6605,77.25,65,98,3.91,SS,1649733192
453,Ossora,59.2353,163.0719,22.75,78,100,8.19,RU,1649733193
454,Sumbe,-11.2061,13.8437,74.84,87,15,5.46,AO,1649733142
455,College,64.8569,-147.8028,40.95,42,0,11.5,US,1649733007
456,Liseleje,56.0053,11.9483,36.18,88,49,5.48,DK,1649733194
457,Ust'-Kalmanka,52.1207,83.305,40.71,53,1,17.38,RU,1649733194
458,Husavik,66.0449,-17.3389,27.59,94,92,6.15,IS,1649733194
459,Alenquer,-1.9417,-54.7383,74.5,96,99,2.62,BR,1649733195
460,Marrakesh,31.6315,-8.0083,57.27,77,40,4.61,MA,1649733195
461,Basse-Pointe,14.8695,-61.115,77.05,38,14,12.88,MQ,1649733196
462,Khorixas,-20.3667,14.9667,74.62,33,95,3.04,NA,1649733196
463,Vigrestad,58.5667,5.7,36.97,61,100,5.84,NO,1649733197
464,Ust'-Kut,56.7938,105.7672,32.65,78,100,1.88,RU,1649733197
465,Vestmannaeyjar,63.4427,-20.2734,41.36,72,100,21.03,IS,1649733198
466,Wufeng,27.45,104.8333,57.22,74,100,14.67,CN,1649733198
467,Hobyo,5.3505,48.5268,81.7,71,60,7.0,SO,1649733199
468,Palembang,-2.9167,104.7458,78.89,89,40,2.3,ID,1649733199
469,Am Timan,11.0297,20.2827,85.41,41,43,6.64,TD,1649733199
470,Tilichiki,60.4667,166.1,10.71,82,100,13.4,RU,1649733200
471,Mīzan Teferī,6.9833,35.5833,60.31,99,100,0.18,ET,1649733200
472,Carlsbad,33.1581,-117.3506,61.83,79,100,14.97,US,1649732946
473,Barroquinha,-3.0189,-41.1361,73.71,98,100,3.69,BR,1649733201
474,Oussouye,12.485,-16.5469,68.92,80,46,5.99,SN,1649733201
475,Samaniego,1.3385,-77.5957,64.02,95,100,3.06,CO,1649733202
476,Cayenne,4.9333,-52.3333,82.09,1,75,6.91,GF,1649733202
477,Peleduy,59.6289,112.7406,34.59,78,89,2.53,RU,1649733202
478,Porto-Novo,6.4965,2.6036,79.93,87,39,7.18,BJ,1649733203
479,Magadan,59.5667,150.8,25.54,55,0,2.82,RU,1649733203
480,Luwingu,-10.2621,29.9271,61.3,97,100,4.25,ZM,1649733204
481,Port Lincoln,-34.7333,135.8667,65.26,66,100,13.65,AU,1649733204
482,Pemba,-12.974,40.5178,79.14,81,25,10.56,MZ,1649733204
483,Bilma,18.6853,12.9164,81.82,7,0,6.26,NE,1649733205
484,Buala,-8.145,159.5921,84.27,70,87,3.98,SB,1649733205
485,Olafsvik,64.8945,-23.7142,33.51,79,75,23.13,IS,1649733206
486,Ixtapa,20.7,-105.2,74.43,83,20,6.91,MX,1649733206
487,Krivosheino,57.3431,83.9261,32.58,85,88,3.36,RU,1649733206
488,Babstovo,48.1167,132.4833,41.94,53,47,8.88,RU,1649733207
489,Ternate,0.8,127.4,83.46,76,69,7.92,ID,1649733207
490,Anadyr,64.75,177.4833,27.1,79,75,6.71,RU,1649733208
491,Gushikawa,26.3544,127.8686,80.19,75,40,9.22,JP,1649733208
492,Akdepe,42.0551,59.3788,62.67,41,5,8.32,TM,1649733208
493,Pointe Michel,15.25,-61.3833,77.2,75,33,11.41,DM,1649733209
494,Ocós,14.5094,-92.1933,82.58,64,27,6.58,GT,1649733209
495,Antofagasta,-23.65,-70.4,60.08,83,46,5.44,CL,1649733139
496,Sangīn,32.0728,64.8359,76.12,10,0,1.36,AF,1649733210
497,Huangmei,30.1924,116.025,84.15,46,90,5.57,CN,1649733210
498,Thurso,58.5927,-3.5259,43.05,87,100,24.25,GB,1649733211
499,Casambalangan,18.3765,122.1274,81.55,75,77,7.72,PH,1649733211
500,Kiryat Gat,31.61,34.7642,57.88,100,14,6.31,IL,1649733211
501,Mabaruma,8.2,-59.7833,76.06,89,100,4.88,GY,1649733212
502,Goundam,16.4145,-3.6708,81.82,8,3,8.68,ML,1649733212
503,Catuday,16.2923,119.8062,81.57,69,100,4.14,PH,1649733213
504,Bonavista,48.6499,-53.1147,31.69,96,100,38.7,CA,1649733213
505,Zhigansk,66.7697,123.3711,8.89,84,51,12.17,RU,1649733213
506,Kushima,31.4583,131.2333,74.03,76,54,4.32,JP,1649733214
507,Tsagan Aman,47.5639,46.7218,53.35,71,0,12.97,RU,1649733214
508,New Philadelphia,40.4898,-81.4457,57.06,90,100,4.61,US,1649732945
509,Medina del Campo,41.3124,-4.9141,46.71,89,74,7.4,ES,1649733215
510,Kamen'-na-Obi,53.7884,81.3423,37.33,51,1,9.62,RU,1649733215
511,Arrondissement de Brive-la-Gaillarde,45.25,1.5,56.84,17,99,5.61,FR,1649733216
512,Kolondiéba,11.0882,-6.8926,83.41,53,93,9.22,ML,1649733216
513,Tubualá,9.5167,-79.0333,80.58,78,97,16.11,PA,1649733216
514,Tocopilla,-22.092,-70.1979,63.88,70,21,7.34,CL,1649733217
515,Bairnsdale,-37.8333,147.6167,65.05,54,50,1.01,AU,1649733217
516,Saddiqabad,28.3062,70.1307,82.94,43,6,10.11,PK,1649733218
517,Metro,-5.1131,105.3067,85.23,63,95,1.61,ID,1649733218
518,Severnyy,50.677,36.5532,42.84,100,100,6.71,RU,1649733218
519,Forestville,38.8451,-76.875,57.65,68,0,5.75,US,1649733219
520,Brookings,44.3114,-96.7984,44.6,60,0,13.8,US,1649733219
521,Weinan,34.5036,109.5089,62.4,41,100,4.14,CN,1649733219
522,Batemans Bay,-35.7167,150.1833,65.1,61,95,5.08,AU,1649733220
523,Japura,-0.3167,102.35,86.5,69,64,0.27,ID,1649733220
524,Ankang,32.68,109.0172,65.84,53,100,3.11,CN,1649733221
525,El Salvador,13.8333,-88.9167,78.04,64,100,4.05,SV,1649733221
526,Bousso,10.4795,16.7117,86.38,44,92,5.55,TD,1649733221
527,Nacala,-14.5428,40.6728,72.55,97,18,5.79,MZ,1649733222
528,Dongsheng,39.8161,109.9776,42.26,29,3,4.23,CN,1649733222
529,Balclutha,-46.2339,169.75,56.97,49,71,7.65,NZ,1649733222
530,Rocha,-34.4833,-54.3333,62.94,96,34,7.72,UY,1649732941
531,Viedma,-40.8135,-62.9967,53.49,62,36,7.25,AR,1649733223
532,Shenjiamen,29.9576,122.298,64.92,90,84,10.18,CN,1649733224
533,Kiunga,-6.1219,141.2906,91.89,55,99,1.57,PG,1649733224
534,Owando,-0.4819,15.8999,69.98,93,91,0.78,CG,1649733225
535,Leh,34.1667,77.5833,38.16,53,100,0.87,IN,1649733192
